text,created_at,lat,lon,place,coordinates,location,polarity score,sentiment,emotion,party
866-OUR-VOTE if you have any problems at the Polls. #repost #vote #election2016 #electionday @… https://t.co/9iwNrkFjyQ,11/9/2016 7:23,31.76017093,-106.4855885,"Place(name='El Paso', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/6a0a3474d8c5113c.json', full_name='El Paso, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-106.634874, 31.6206683], [-106.199987, 31.6206683], [-106.199987, 31.966068], [-106.634874, 31.966068]]], type='Polygon'), contained_within=[], id='6a0a3474d8c5113c')","{'coordinates': [-106.4855885, 31.76017093], 'type': 'Point'}","El Paso, TX",0.057896815,negative,Anger,Election
A nasty woman in a pantsuit who always does her homework. 💪👯👠💼✅🇺🇸#election2016 #imwithher… https://t.co/SA78JxWxL4,11/8/2016 16:14,40.80903333,-73.94837222,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.94837222, 40.80903333], 'type': 'Point'}","New York, NY",0.055728215,negative,Anger,Hillary
After dealing with the unorganized cluster-f*** at the polling place.... #ivoted #election2016… https://t.co/vbbyqTscTx,11/8/2016 16:12,38.93440984,-76.9656711,"Place(name='Washington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', full_name='Washington, DC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]], type='Polygon'), contained_within=[], id='01fbe706f872cb32')","{'coordinates': [-76.9656711, 38.93440984], 'type': 'Point'}","Washington, DC",2.315120175,positive,Anger,Election
All done! #Election2016 #Imwithher @ Grayson county middle school https://t.co/uoqw9yYYNq,11/8/2016 16:11,38.348471,-121.9880685,"Place(name='Vacaville', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/50df1c2f85d2654d.json', full_name='Vacaville, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-122.0327579, 38.308561], [-121.911095, 38.308561], [-121.911095, 38.417127], [-122.0327579, 38.417127]]], type='Polygon'), contained_within=[], id='50df1c2f85d2654d')","{'coordinates': [-121.98806851, 38.348471], 'type': 'Point'}",#BayArea #Solano #Napa #Marin,0.108836579,negative,Anger,Hillary
All the cool kids are doing it 😎 #vote #imwithher #election2016 @ Sunken Gardens https://t.co/hgolBzhlwU,11/8/2016 16:11,38.8951,-77.0367,"Place(name='Washington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', full_name='Washington, DC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]], type='Polygon'), contained_within=[], id='01fbe706f872cb32')","{'coordinates': [-77.0367, 38.8951], 'type': 'Point'}","Washington, DC",0.108836579,negative,Anger,Hillary
All the cool kids are doing it. Don't forget to #VOTE #voteforhillary #election2016 #electionday… https://t.co/1VHfUyoC81,11/8/2016 16:11,37.38698182,-79.18514707,"Place(name='Lynchburg', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/2490949a68631669.json', full_name='Lynchburg, VA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-79.257789, 37.332496], [-79.100237, 37.332496], [-79.100237, 37.469415], [-79.257789, 37.469415]]], type='Polygon'), contained_within=[], id='2490949a68631669')","{'coordinates': [-79.18514707, 37.38698182], 'type': 'Point'}","Lynchburg, VA",0.055728215,negative,Anger,Hillary
Alright people...get out there.. #vote #lastchance #govote #election2016 #electionday #noexcuses… https://t.co/gvfkkKeQ1f,11/8/2016 16:10,40.72628,-73.98158,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.98158, 40.72628], 'type': 'Point'}","New York, New York",0.055728215,negative,Anger,Election
"Also, you’re a moron if you think a third party vote takes away a vote from republican or democrat.",11/8/2016 16:10,33.87233721,-84.36863946,"Place(name='Atlanta', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/8173485c72e78ca5.json', full_name='Atlanta, GA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-84.576827, 33.6475029], [-84.289385, 33.6475029], [-84.289385, 33.8868859], [-84.576827, 33.8868859]]], type='Polygon'), contained_within=[], id='8173485c72e78ca5')","{'coordinates': [-84.36863946, 33.87233721], 'type': 'Point'}","North Buckhead, Atlanta",38.67188361,positive,Anger,Election
Always radiate sunshine!!! #itstuesday ! #vote #election2016 #Currentsituation #buildingabridge… https://t.co/VnbBd9WeSE,11/8/2016 16:10,39.5100357,-119.7821025,"Place(name='Reno', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/4b25aded08900fd8.json', full_name='Reno, NV', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-119.953849, 39.350749], [-119.700515, 39.350749], [-119.700515, 39.674123], [-119.953849, 39.674123]]], type='Polygon'), contained_within=[], id='4b25aded08900fd8')","{'coordinates': [-119.7821025, 39.5100357], 'type': 'Point'}",Berkeley + Los Angeles // CA,0.108836579,negative,Anger,Election
"Any political sentiment is useless without action, folks. Get out and vote today. #election2016… https://t.co/Z13H1iRu7r",11/8/2016 16:07,34.3702011,-89.5476608,"Place(name='Oxford', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/b86cd6ef7a54d640.json', full_name='Oxford, MS', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-89.571643, 34.321375], [-89.495897, 34.321375], [-89.495897, 34.387965], [-89.571643, 34.387965]]], type='Polygon'), contained_within=[], id='b86cd6ef7a54d640')","{'coordinates': [-89.5476608, 34.3702011], 'type': 'Point'}","Oxford, Mississippi",0.531961001,negative,Anger,Election
As @isnotanon says join the cool kids and #VOTE #ivoted🇺🇸 #election2016 @ Pearl Street Mall https://t.co/3288FRhZbl,11/8/2016 16:05,40.5614,-74.12448,"Place(name='Staten Island', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/00c55f041e27dc51.json', full_name='Staten Island, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.255641, 40.495865], [-74.052253, 40.495865], [-74.052253, 40.648887], [-74.255641, 40.648887]]], type='Polygon'), contained_within=[], id='00c55f041e27dc51')","{'coordinates': [-74.12448, 40.5614], 'type': 'Point'}","Staten Island, NYC",0.108836579,negative,Anger,Election
Bad hombres and nasty women get up early and vote. #election2016 @ Falls of Schuylkill Branch… https://t.co/n3NkBW99NA,11/8/2016 16:02,40.71632698,-74.00166286,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-74.00166286, 40.71632698], 'type': 'Point'}",Hard Times in New York Town,0.028203557,negative,Anger,Election
"BB-8 says fight the Sith, Vote! #vote #election2016 #starwars @ Fine Arts Building https://t.co/0jgPngaC0p",11/8/2016 16:02,44.727,-93.4297,"Place(name='Prior Lake', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/0683697d2e1481df.json', full_name='Prior Lake, MN', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-93.489043, 44.685054], [-93.379603, 44.685054], [-93.379603, 44.7612354], [-93.489043, 44.7612354]]], type='Polygon'), contained_within=[], id='0683697d2e1481df')","{'coordinates': [-93.4297, 44.727], 'type': 'Point'}",Twin Cities,0.493047125,negative,Anger,Election
"Be apart of the process. Be apart of the solution! Let your voice be heard!

#vote #election2016… https://t.co/bX8c0hFQM3",11/8/2016 16:02,40,-100,"Place(name='Kansas', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/27c45d804c777999.json', full_name='Kansas, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-102.051769, 36.9931101], [-94.588081, 36.9931101], [-94.588081, 40.003282], [-102.051769, 40.003282]]], type='Polygon'), contained_within=[], id='27c45d804c777999')","{'coordinates': [-100.0, 40.0], 'type': 'Point'}"," Los Angeles, CA",2.315120175,positive,Anger,Election
Because the stakes are too high. #getoutthere #vote #election2016 #president #localgovernment… https://t.co/jvJon95mBY,11/8/2016 16:00,40.01794439,-105.279247,"Place(name='Boulder', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/fd70c22040963ac7.json', full_name='Boulder, CO', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-105.3017759, 39.953552], [-105.183597, 39.953552], [-105.183597, 40.094411], [-105.3017759, 40.094411]]], type='Polygon'), contained_within=[], id='fd70c22040963ac7')","{'coordinates': [-105.27924702, 40.01794439], 'type': 'Point'}",,0.108836579,negative,Anger,Election
Can you write in a country? Damascus needs him! #trump #hillaryclinton #election2016 @ Midtown… https://t.co/nNH4UOaS1s,11/8/2016 15:58,33.9806,-118.33,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.33, 33.9806], 'type': 'Point'}","Los Angeles, California",1,neutral,Anger,Hillary
Canvass and calls. @ Bryan Caforio for Congress https://t.co/FEPguTlraw,11/8/2016 15:57,34.08182,-118.38518,"Place(name='West Hollywood', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/1927193c57f35d51.json', full_name='West Hollywood, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.3959042, 34.075963], [-118.3433861, 34.075963], [-118.3433861, 34.098056], [-118.3959042, 34.098056]]], type='Polygon'), contained_within=[], id='1927193c57f35d51')","{'coordinates': [-118.38518, 34.08182], 'type': 'Point'}","Los Angeles, CA",2.315120175,positive,Anger,Election
Check! #election2016 @ Times Square Hotel https://t.co/SmRE8tbb2p,11/8/2016 15:55,33.9275,-118.277,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.277, 33.9275], 'type': 'Point'}",Los Angeles,1,neutral,Anger,Election
"Choose wisely, people. #topical #election2016 @ Target https://t.co/28sVmpHHLv",11/8/2016 15:55,33.99943827,-83.70061742,"Place(name='Winder', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/44625785811504ba.json', full_name='Winder, GA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-83.7661974, 33.954448], [-83.6804528, 33.954448], [-83.6804528, 34.0301156], [-83.7661974, 34.0301156]]], type='Polygon'), contained_within=[], id='44625785811504ba')","{'coordinates': [-83.70061742, 33.99943827], 'type': 'Point'}","Brookhaven, GA",1,neutral,Anger,Election
"Civic duty complete and already back on schedule. No excuses,  #getoutandvote #election2016 now… https://t.co/CHUUn29sn4",11/8/2016 15:54,32.72523821,-97.13112511,"Place(name='Arlington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/6e315e1f96e0450a.json', full_name='Arlington, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-97.233811, 32.586565], [-97.037464, 32.586565], [-97.037464, 32.817135], [-97.233811, 32.817135]]], type='Polygon'), contained_within=[], id='6e315e1f96e0450a')","{'coordinates': [-97.13112511, 32.72523821], 'type': 'Point'}","Arlington, TX",0.493047125,negative,Anger,Election
Committed Americans. Nothing will stop us. #election2016🇺🇸 @ Uwchlan… https://t.co/HIP5EaiEh5,11/8/2016 15:52,38.95179,-92.32457,"Place(name='Missouri', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/2526edd24c06e60c.json', full_name='Missouri, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-95.774704, 35.995476], [-89.098843, 35.995476], [-89.098843, 40.613641], [-95.774704, 40.613641]]], type='Polygon'), contained_within=[], id='2526edd24c06e60c')","{'coordinates': [-92.32457, 38.95179], 'type': 'Point'}",,21.27152655,positive,Anger,Election
Control of Congress up for grabs Tuesday - CNN https://t.co/YGPCTMdlaT,11/8/2016 15:52,42.12225948,-88.04672642,"Place(name='Palatine', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/8cc8ba275709bbf3.json', full_name='Palatine, IL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-88.095381, 42.066918], [-88.003112, 42.066918], [-88.003112, 42.1633392], [-88.095381, 42.1633392]]], type='Polygon'), contained_within=[], id='8cc8ba275709bbf3')","{'coordinates': [-88.04672642, 42.12225948], 'type': 'Point'}","Palatine, IL",2.315120175,positive,Anger,Election
Control of Congress up for grabs Tuesday https://t.co/KmCla39UVk,11/8/2016 15:51,40.747,-73.986,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.986, 40.747], 'type': 'Point'}",LIC - Queens by another name,2.315120175,positive,Anger,Election
Control of Congress up for grabs Tuesday https://t.co/xkfNJMYiGS,11/8/2016 15:51,37.76360925,-122.2438094,"Place(name='Alameda', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/000e96b4e9f8503f.json', full_name='Alameda, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-122.332411, 37.720367], [-122.224562, 37.720367], [-122.224562, 37.797229], [-122.332411, 37.797229]]], type='Polygon'), contained_within=[], id='000e96b4e9f8503f')","{'coordinates': [-122.24380942, 37.76360925], 'type': 'Point'}","Alameda, CA",2.315120175,positive,Anger,Election
Couples who vote together stay together... Or something like that! #govote #election2016… https://t.co/LJm0XiM0qV,11/8/2016 15:49,35.9886,-78.9072,"Place(name='Durham', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/bced47a0c99c71d0.json', full_name='Durham, NC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-79.0075886, 35.866334], [-78.783292, 35.866334], [-78.783292, 36.115631], [-79.0075886, 36.115631]]], type='Polygon'), contained_within=[], id='bced47a0c99c71d0')","{'coordinates': [-78.9072, 35.9886], 'type': 'Point'}","Durham, NC",40.22793292,positive,Anger,Election
"Dayam straight I voted. Each and every election. Lord help us all, enough hate. #Election2016 @… https://t.co/xSTIBiuqHI",11/8/2016 15:48,40.825,-73.949,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.949, 40.825], 'type': 'Point'}",Brooklyn ,0.893430587,negative,Anger,Election
Dem changing laws so criminals can vote4 #hillary #Election2016  VotingRightsRestorationEffortsVA @brennancenter https://t.co/9LOkJlECJd,11/8/2016 15:47,34.11194,-118.19806,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.19806, 34.11194], 'type': 'Point'}","Hipster Highland Park, CA",0.108836579,negative,Anger,Hillary
Difference of opinions- but we still keep the peace! #election2016… https://t.co/5fFO51DcJM,11/8/2016 15:41,40.821373,-73.9408951,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.9408951, 40.821373], 'type': 'Point'}","New York, NY",19.71547723,positive,Anger,Election
Do the thing!! #IVoted #election2016🇺🇸 @ South Kilbourne Elementary https://t.co/8J94zLR9Hw,11/8/2016 15:40,39.71276,-75.65003,"Place(name='Delaware', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3f5897b87d2bf56c.json', full_name='Delaware, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.7887564, 38.4510398], [-74.984165, 38.4510398], [-74.984165, 39.839007], [-75.7887564, 39.839007]]], type='Polygon'), contained_within=[], id='3f5897b87d2bf56c')","{'coordinates': [-75.65003, 39.71276], 'type': 'Point'}","Wilmington, DE",2.315120175,positive,Anger,Election
"Do what the bus says: Go Vote! •••
•••
•••
#election2016
#berkeley #oakland #eastbay #bayarea… https://t.co/gtiCtn13UW",11/8/2016 15:40,38.89733266,-77.03548342,"Place(name='Washington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', full_name='Washington, DC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]], type='Polygon'), contained_within=[], id='01fbe706f872cb32')","{'coordinates': [-77.03548342, 38.89733266], 'type': 'Point'}",Tampa FL,0.108836579,negative,Anger,Election
Do your civic duty. I voted. #vote #election2016 #ivoted #imwithher @ Francis Scott Key Middle https://t.co/iWK4NcRllV,11/8/2016 15:40,39.9639551,-75.1912639,"Place(name='Philadelphia', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', full_name='Philadelphia, PA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]], type='Polygon'), contained_within=[], id='e4a0d228eb6be76b')","{'coordinates': [-75.1912639, 39.9639551], 'type': 'Point'}",Philadelphia,0.108836579,negative,Anger,Hillary
Do your part cast your vote it counts. #harper #ivoted #election2016… https://t.co/RYqJxURMo9,11/8/2016 15:39,34.08884599,-118.382996,"Place(name='West Hollywood', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/1927193c57f35d51.json', full_name='West Hollywood, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.3959042, 34.075963], [-118.3433861, 34.075963], [-118.3433861, 34.098056], [-118.3959042, 34.098056]]], type='Polygon'), contained_within=[], id='1927193c57f35d51')","{'coordinates': [-118.38299603, 34.08884599], 'type': 'Point'}",Los Angeles,0.108836579,negative,Anger,Election
Do your part. #Election2016 @ United States https://t.co/K76T5sC3Xy,11/8/2016 15:39,33.83310515,-118.1543485,"Place(name='Lakewood', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/0fc6568d145d84ac.json', full_name='Lakewood, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.167821, 33.8200574], [-118.0583298, 33.8200574], [-118.0583298, 33.869242], [-118.167821, 33.869242]]], type='Polygon'), contained_within=[], id='0fc6568d145d84ac')","{'coordinates': [-118.15434847, 33.83310515], 'type': 'Point'}",Cali,0.108836579,negative,Anger,Election
Do your part. That is all. #vote #election2016 #ivoted @ City of Clever https://t.co/vvg1usr9YU,11/8/2016 15:39,34.41388889,-118.5405556,"Place(name='Santa Clarita', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/f9c0877820b7848a.json', full_name='Santa Clarita, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.6278742, 34.3474831], [-118.3786434, 34.3474831], [-118.3786434, 34.483779], [-118.6278742, 34.483779]]], type='Polygon'), contained_within=[], id='f9c0877820b7848a')","{'coordinates': [-118.54055556, 34.41388889], 'type': 'Point'}",Saugus CA,1,neutral,Anger,Election
Done and done with my pantsuit on ✌🏼️#election2016 #vote #imwithher #dumptrump #nasty @ Liberty… https://t.co/GVoaKVYkxC,11/8/2016 15:32,38.8683276,-77.2289266,"Place(name='Merrifield', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/d9444ad74f3ab7f4.json', full_name='Merrifield, VA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.274342, 38.86503], [-77.2176593, 38.86503], [-77.2176593, 38.8901386], [-77.274342, 38.8901386]]], type='Polygon'), contained_within=[], id='d9444ad74f3ab7f4')","{'coordinates': [-77.2289266, 38.8683276], 'type': 'Point'}","Washington, DC",0.055728215,negative,Anger,Hillary
Don't believe everything you read on the internet kids. #Election2016,11/8/2016 15:36,39.9508,-75.1495,"Place(name='Philadelphia', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', full_name='Philadelphia, PA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]], type='Polygon'), contained_within=[], id='e4a0d228eb6be76b')","{'coordinates': [-75.1495, 39.9508], 'type': 'Point'}","Philadelphia, PA",0.108836579,negative,Anger,Election
Download the @7eleven app and get a free patriotic #Coffee 😎👍🇺🇸 #vote #democrat #republican… https://t.co/x49TWkIBtU,11/8/2016 15:30,40.86744444,-73.92150833,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.92150833, 40.86744444], 'type': 'Point'}",New York City.,2.63602335,positive,Anger,Election
Dump Trump  #Election2016 https://t.co/GpV2uubGqk,11/8/2016 15:29,44.5708,-123.276,"Place(name='Corvallis', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/4da74513442e5fc5.json', full_name='Corvallis, OR', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-123.343425, 44.527244], [-123.215262, 44.527244], [-123.215262, 44.611247], [-123.343425, 44.611247]]], type='Polygon'), contained_within=[], id='4da74513442e5fc5')","{'coordinates': [-123.276, 44.5708], 'type': 'Point'}","Corvallis, OR",0.531961001,negative,Anger,Trump
